study_id,author,year,sample_size,mean_age,sd_age,percent_male,combined_clinical_group,clinical_group,comparison_group,measure_type,belief_type,symptom_subtype,trauma_subtype,psychosis_specificity,suicidal_ideation,effect_size,effect_size_type,effect_size_sd,effect_size_se,ci_lower,ci_upper,p_value,bcss_pos_self_mean,bcss_pos_self_sd,bcss_neg_self_mean,bcss_neg_self_sd,bcss_pos_other_mean,bcss_pos_other_sd,bcss_neg_other_mean,bcss_neg_other_sd,symptom_measure,symptom_score_mean,symptom_score_sd,depression_measure,depression_score_mean,depression_score_sd,notes,ephpp_global_rating,effect_size_r,fishers_z,fishers_z_se,belief_category,symptom_category,trauma_category
17,Cole et al,2017,180,36.65,11.06,38,psychosis,VH,NA,BCSS,negative_other,voice_distress,NA,AH_distress,NA,-0.3,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.3,-0.30951960420311175,0.07516460280028289,negative_other,voice_hearing,NA
17,Cole et al,2017,180,36.65,11.06,38,psychosis,VH,NA,BCSS,negative_self,persecutory_beliefs,NA,persecutory_delusions,NA,0.48,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.48,0.5229842775913438,0.07516460280028289,negative_self,persecutory,NA
17,Cole et al,2017,180,36.65,11.06,38,psychosis,VH,NA,BCSS,negative_other,persecutory_beliefs,NA,persecutory_delusions,NA,0.44,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.44,0.47223080442042564,0.07516460280028289,negative_other,persecutory,NA
18,Collett et al,2016,21,45.6,12.1,47.62,psychosis,PD_SZ,healthy_control,BCSS,positive_self,NA,NA,NA,NA,1.76,cohens_d,NA,NA,-11.34,-5.37,0.001,6.6,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.6606278948920247,0.7939269495919167,0.23570226039551587,positive_self,NA,NA
18,Collett et al,2016,21,41.9,12.2,47.62,healthy_control,NA,healthy_control,BCSS,positive_self,NA,NA,NA,NA,1.76,cohens_d,NA,NA,-11.34,-5.37,0.001,14.95,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.6606278948920247,0.7939269495919167,0.23570226039551587,positive_self,NA,NA
18,Collett et al,2016,21,45.6,12.1,47.62,psychosis,PD_SZ,healthy_control,BCSS,negative_self,NA,NA,NA,NA,1.28,cohens_d,NA,NA,NA,NA,0.001,NA,NA,9.45,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5390536964233673,0.6028207328114997,0.23570226039551587,negative_self,NA,NA
18,Collett et al,2016,21,41.6,12.2,7.62,healthy_control,NA,healthy_control,BCSS,negative_self,NA,NA,NA,NA,1.28,cohens_d,NA,NA,NA,NA,0.001,NA,NA,3.05,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5390536964233673,0.6028207328114997,0.23570226039551587,negative_self,NA,NA
19,Cowan et al,2019,73,18.7,1.8,60.27,chr,UHR,healthy_control,BCSS,negative_self,NA,NA,NA,NA,-6.73,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11952286093343936,negative_self,NA,NA
19,Cowan et al,2019,73,18.7,1.8,60.27,chr,UHR,healthy_control,BCSS,positive_self,NA,NA,NA,NA,4.33,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11952286093343936,positive_self,NA,NA
19,Cowan et al,2019,73,18.7,1.8,60.27,chr,UHR,healthy_control,BCSS,negative_other,NA,NA,NA,NA,-4.79,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11952286093343936,negative_other,NA,NA
19,Cowan et al,2019,73,18.7,1.8,60.27,chr,UHR,healthy_control,BCSS,positive_other,NA,NA,NA,NA,4.04,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11952286093343936,positive_other,NA,NA
19,Cowan et al,2019,73,18.7,1.8,60.27,chr,UHR,healthy_control,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,6.1,5.35,5.3,10.2,5.4,6.43,5.6,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11952286093343936,NA,NA,NA
19,Cowan et al,2019,73,18.1,2.6,43.84,healthy_control,NA,healthy_control,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,5.2,1.01,1.5,13.8,5.3,2.75,3.4,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11952286093343936,NA,NA,NA
20,Cowan et al,2024,59,20.86,2.78,37.29,chr,chr,healthy_control,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.08,0.86,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.1336306209562122,NA,NA,NA
20,Cowan et al,2024,52,21.87,3.47,63.46,healthy_control,NA,healthy_control,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.91,0.25,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.14285714285714285,NA,NA,NA
20,Cowan et al,2024,59,20.86,2.78,37.29,chr,chr,healthy_control,BCSS,negative_self,NA,NA,NA,NA,0.83,cohens_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.3833033430492955,0.4039261917417352,0.1336306209562122,negative_self,NA,NA
20,Cowan et al,2024,52,21.87,3.47,63.46,healthy_control,NA,healthy_control,BCSS,negative_self,NA,NA,NA,NA,0.83,cohens_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.3833033430492955,0.4039261917417352,0.14285714285714285,negative_self,NA,NA
20,Cowan et al,2024,59,20.86,2.78,37.29,chr,chr,healthy_control,BCSS,positive_self,NA,NA,NA,NA,-0.5,cohens_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.24253562503633297,-0.24746646154726346,0.1336306209562122,positive_self,NA,NA
20,Cowan et al,2024,52,21.87,3.47,63.46,healthy_control,NA,healthy_control,BCSS,positive_self,NA,NA,NA,NA,-0.5,cohens_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.24253562503633297,-0.24746646154726346,0.14285714285714285,positive_self,NA,NA
20,Cowan et al,2024,59,20.86,2.78,37.29,chr,chr,NA,BCSS,positive_self_&_positive_other,psychosis_positive_symptoms,NA,APS,NA,-0.376,pearsons_r,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.376,-0.39539282506193063,0.1336306209562122,positive_self,NA,NA
20,Cowan et al,2024,59,20.86,2.78,37.29,chr,chr,NA,BCSS,negative_self_&_negative_other,psychosis_positive_symptoms,NA,APS,NA,0.388,pearsons_r,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.388,0.40944342927721183,0.1336306209562122,negative_self,NA,NA
21,Crowter et al,2022,133,19.5,2.6,55,chr,ARMS,non_ARMS,BCSS,negative_self,NA,NA,NA,NA,0.43,pearsons_r,NA,NA,0.19,-0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.43,0.4598966812126785,0.08770580193070293,negative_self,NA,NA
21,Crowter et al,2022,137,19.5,2.6,55,chr,ARMS,non_ARMS,BCSS,negative_other,NA,NA,NA,NA,0.59,pearsons_r,NA,NA,0.34,-0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.59,0.6776660677579618,0.08638684255813601,negative_other,NA,NA
21,Crowter et al,2022,133,19.5,2.6,55,chr,ARMS,non_ARMS,BCSS,positive_other,NA,NA,NA,NA,-0.28,pearsons_r,NA,NA,-0.52,2212.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.28,-0.2876820724517809,0.08770580193070293,positive_other,NA,NA
21,Crowter et al,2022,137,19.5,2.6,55,chr,ARMS,non_ARMS,BCSS,positive_self,NA,NA,NA,NA,-0.9,pearsons_r,NA,NA,-0.33,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.9,-1.4722194895832204,0.08638684255813601,positive_self,NA,NA
21,Crowter et al,2022,133,19.5,2.6,55,chr,ARMS,non_ARMS,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19,4.48,11.47,6.21,7.49,5.43,10.4,6.08,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.08770580193070293,NA,NA,NA
22,Cui et al,2019,314,27.46,7.21,42.99,psychosis,FEP,NA,BCSS,negative_self,predictors_of_recent_suicidal_ideation,NA,NA,suicidal_ideation,1.123,odds_ratio,NA,NA,1.073,1.175,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.06395617841959197,0.064043595024055,0.05670479771237427,negative_self,NA,NA
22,Cui et al,2019,314,27.46,7.21,42.99,psychosis,FEP,NA,BCSS,positive_self,predictors_of_recent_suicidal_ideation,NA,NA,suicidal_ideation,0.89,odds_ratio,NA,NA,0.846,0.937,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.06424846019567981,-0.0643370827749383,0.05670479771237427,positive_self,NA,NA
22,Cui et al,2019,314,27.46,7.21,42.99,psychosis,FEP,NA,BCSS,negative_other,predictors_of_recent_suicidal_ideation,NA,NA,suicidal_ideation,1.095,odds_ratio,NA,NA,1.049,1.143,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.05003550285551037,0.05007732117694347,0.05670479771237427,negative_other,NA,NA
22,Cui et al,2019,314,27.46,7.21,42.99,psychosis,FEP,NA,BCSS,positive_other,predictors_of_recent_suicidal_ideation,NA,NA,suicidal_ideation,0.925,odds_ratio,NA,NA,0.879,0.973,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.04298245054387644,-0.04300894982202252,0.05670479771237427,positive_other,NA,NA
23,Cui et al,2020,306,27.28,7.11,47.4,psychosis,FEP,NA,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.09,5.45,7.07,5.9,8.99,5.17,6.77,6.06,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0574484989621426,NA,NA,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_self,malevolence_BAVQ_R,NA,AH_malevolence,NA,0.56,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.56,0.632833186665638,0.15617376188860607,negative_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_self,benevolence_BAVQ_R,NA,AH_benevolence,NA,-0.42,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.42,-0.4476920235274206,0.15617376188860607,negative_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_self,omnipotence_BAVQ_R,NA,AH_omnipotence,NA,0.75,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.75,0.9729550745276566,0.15617376188860607,negative_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_self,metaphysical_IVI,NA,AH_metaphysical,NA,0.61,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.61,0.7089213594274082,0.15617376188860607,negative_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_self,loss_of_control_IVI,NA,AH_loss_of_control,NA,0.71,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.71,0.8871838632580928,0.15617376188860607,negative_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_self,positive_beliefs_IVI,NA,AH_positive_beliefs,NA,-0.11,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.11,-0.1104469157900972,0.15617376188860607,negative_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_self,malevolence_BAVQ_R,NA,AH_malevolence,NA,-0.31,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.31,-0.3205454093019461,0.15617376188860607,positive_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_self,benevolence_BAVQ_R,NA,AH_benevolence,NA,0.3,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.3,0.3095196042031118,0.15617376188860607,positive_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_self,omnipotence_BAVQ_R,NA,AH_omnipotence,NA,-0.5,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.5,-0.5493061443340549,0.15617376188860607,positive_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_self,metaphysical_IVI,NA,AH_metaphysical,NA,-0.45,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.45,-0.4847002785940517,0.15617376188860607,positive_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_self,loss_of_control_IVI,NA,AH_loss_of_control,NA,-0.42,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.42,-0.4476920235274206,0.15617376188860607,positive_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_self,positive_beliefs_IVI,NA,AH_positive_beliefs,NA,0.23,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.23,0.2341894667593668,0.15617376188860607,positive_self,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_other,malevolence_BAVQ_R,NA,AH_malevolence,NA,0.23,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.23,0.2341894667593668,0.15617376188860607,negative_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_other,benevolence_BAVQ_R,NA,AH_benevolence,NA,-0.07,pearsons_r,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.07,-0.0701146706543252,0.15617376188860607,negative_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_other,omnipotence_BAVQ_R,NA,AH_omnipotence,NA,0.47,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.47,0.5100703366133071,0.15617376188860607,negative_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_other,metaphysical_IVI,NA,AH_metaphysical,NA,0.28,pearsons_r,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.28,0.28768207245178096,0.15617376188860607,negative_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_other,loss_of_control_IVI,NA,AH_loss_of_control,NA,0.36,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.36,0.37688590118819,0.15617376188860607,negative_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,negative_other,positive_beliefs_IVI,NA,AH_positive_beliefs,NA,0.25,pearsons_r,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.25,0.25541281188299536,0.15617376188860607,negative_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_other,malevolence_BAVQ_R,NA,AH_malevolence,NA,-0.25,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.25,-0.25541281188299536,0.15617376188860607,positive_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_other,benevolence_BAVQ_R,NA,AH_benevolence,NA,0.32,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.32,0.33164710870513214,0.15617376188860607,positive_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_other,omnipotence_BAVQ_R,NA,AH_omnipotence,NA,-0.38,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.38,-0.40005965005605654,0.15617376188860607,positive_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_other,metaphysical_IVI,NA,AH_metaphysical,NA,-0.28,pearsons_r,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.28,-0.2876820724517809,0.15617376188860607,positive_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_other,loss_of_control_IVI,NA,AH_loss_of_control,NA,-0.26,pearsons_r,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.26,-0.2661084068736541,0.15617376188860607,positive_other,voice_hearing,NA
24,Davenport et al,2020,44,38.9,14.57,50,psychosis,VH_voice_hearers,NA,BCSS,positive_other,positive_beliefs_IVI,NA,AH_positive_beliefs,NA,0.09,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.09,0.09024418785614681,0.15617376188860607,positive_other,voice_hearing,NA
25,Devoe et al,2021,128,NA,NA,NA,chr,NA,chr_non_PNS,BCSS,negative_self,non_PNS_baseline,NA,NA,NA,4.34,least_squares_means,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.08944271909999159,negative_self,NA,NA
25,Devoe et al,2021,128,NA,NA,NA,chr,NA,chr_non_PNS,BCSS,negative_self,non_PNS_6_months,NA,NA,NA,2.96,least_squares_means,NA,0.6,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.08944271909999159,negative_self,NA,NA
25,Devoe et al,2021,128,NA,NA,NA,chr,NA,chr_non_PNS,BCSS,negative_self,non_PNS_12_months,NA,NA,NA,2.66,least_squares_means,NA,0.28,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.08944271909999159,negative_self,NA,NA
25,Devoe et al,2021,128,NA,NA,NA,chr,NA,chr_non_PNS,BCSS,negative_self,non_PNS_18_months,NA,NA,NA,2.34,least_squares_means,NA,0.28,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.08944271909999159,negative_self,NA,NA
25,Devoe et al,2021,128,NA,NA,NA,chr,NA,chr_non_PNS,BCSS,negative_self,non_PNS_24_months,NA,NA,NA,2.44,least_squares_means,NA,0.27,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.08944271909999159,negative_self,NA,NA
26,Fisher et al,2012,2012,27,8.4,64.5,non_clinical_ples,non_clinical,NA,BCSS,negative_self,paranoia,NA,suspiciousness,NA,3.19,odds_ratio,NA,NA,1.61,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.6395530507237285,0.7574170832334588,0.02231053741265801,negative_self,persecutory,NA
26,Fisher et al,2012,2012,27,8.4,64.5,non_clinical_ples,non_clinical,NA,BCSS,negative_other,paranoia,NA,suspiciousness,NA,1.96,odds_ratio,NA,NA,1.02,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.37101373311294633,0.38959813657822007,0.02231053741265801,negative_other,persecutory,NA
27,Fowler  et al,2006,252,38,10,72,psychosis,SZ,healthy_control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06337242505244779,NA,NA,NA
27,Fowler  et al,2006,754,23.6,6.5,35,healthy_control,NA,healthy_control,BCSS,negative_other,paranoia,NA,suspiciousness,NA,0.31,spearmans_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.31,0.32054540930194614,0.03649051825844134,negative_other,persecutory,NA
27,Fowler  et al,2006,754,23.6,6.5,35,healthy_control,NA,healthy_control,BCSS,positive_other,paranoia,NA,suspiciousness,NA,-0.2,spearmans_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.2,-0.20273255405408214,0.03649051825844134,positive_other,persecutory,NA
27,Fowler  et al,2006,754,23.6,6.5,35,healthy_control,NA,healthy_control,BCSS,negative_self,paranoia,NA,suspiciousness,NA,0.09,spearmans_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.09,0.09024418785614681,0.03649051825844134,negative_self,persecutory,NA
28,Freeman et al,NA,1809,41.3,12.9,69.38,psychosis,SZ,NA,BCSS,negative_self,paranoia,NA,persecutory_delusions,NA,0.47,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.47,0.5100703366133071,0.023531040266750583,negative_self,persecutory,NA
28,Freeman et al,NA,1809,41.3,12.9,69.38,psychosis,SZ,NA,BCSS,positive_self,paranoia,NA,persecutory_delusions,NA,-0.17,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.17,-0.17166666350057908,0.023531040266750583,positive_self,persecutory,NA
28,Freeman et al,NA,1809,41.3,12.9,69.38,psychosis,SZ,NA,BCSS,negative_self,hallucinations,NA,auditory_hallucinations,NA,0.42,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.42,0.44769202352742066,0.023531040266750583,negative_self,voice_hearing,NA
28,Freeman et al,NA,1809,41.3,12.9,69.38,psychosis,SZ,NA,BCSS,positive_self,hallucinations,NA,auditory_hallucinations,NA,-0.2,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.2,-0.20273255405408214,0.023531040266750583,positive_self,voice_hearing,NA
29,Freeman et al,NA,110,42.3,11.5,59.09,psychosis,SZ,NA,BCSS,negative_self,severity_of_suicidal_ideation,NA,NA,suicidal_ideation,0.461,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.461,0.4985804204208513,0.09667364890456635,negative_self,NA,NA
29,Freeman et al,NA,110,42.3,11.5,59.09,psychosis,SZ,NA,BCSS,positive_self,severity_of_suicidal_ideation,NA,NA,suicidal_ideation,-0.199,pearsons_r,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.199,-0.20169110397957757,0.09667364890456635,positive_self,NA,NA
29,Freeman et al,NA,110,42.3,11.5,59.09,psychosis,SZ,NA,BCSS,negative_other,severity_of_suicidal_ideation,NA,NA,suicidal_ideation,0.259,pearsons_r,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.259,0.2650362043741301,0.09667364890456635,negative_other,NA,NA
29,Freeman et al,NA,110,42.3,11.5,59.09,psychosis,SZ,NA,BCSS,positive_other,severity_of_suicidal_ideation,NA,NA,suicidal_ideation,-0.238,pearsons_r,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.238,-0.24265294877894755,0.09667364890456635,positive_other,NA,NA
30,Galbraith et al,2014,134,21.7,5.5,15,non_clinical_ples,non_clinical,NA,BCSS,negative_self,persecutory_ideation,NA,suspiciousness,NA,0.272,beta_coefficient,NA,0.272,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0873704056661038,negative_self,persecutory,NA
